
California; 06003; Alpine County; 19,071; 41,272; 48,775; 61,552; 29,396; 37,273; 40,109
California; 06005; Amador County; 19,830; 43,519; 51,030; 65,172; 30,802; 39,528; 42,345
California; 06007; Butte County; 18,343; 40,264; 47,763; 59,910; 29,182; 36,261; 39,106
California; 06009; Calaveras County; 20,058; 40,248; 47,748; 60,518; 29,212; 36,246; 39,090
California; 06011; Colusa County; 19,102; 40,096; 47,594; 58,161; 28,280; 36,092; 38,938
California; 06013; Contra Costa County; 23,944; 48,288; 55,814; 70,038; 36,151; 44,312; 47,090
California; 06015; Del Norte County; 18,919; 39,897; 47,395; 59,986; 28,173; 35,893; 38,741
California; 06017; El Dorado County; 20,696; 43,122; 50,631; 64,442; 31,413; 39,129; 41,949
California; 06019; Fresno County; 19,132; 40,080; 47,579; 60,229; 29,258; 36,077; 38,923
California; 06021; Glenn County; 17,705; 38,628; 46,122; 56,382; 27,042; 34,620; 37,478
California; 06023; Humboldt County; 18,221; 41,043; 48,545; 61,339; 28,876; 37,043; 39,881
California; 06025; Imperial County; 18,525; 40,157; 47,656; 59,332; 28,861; 36,154; 38,999
California; 06027; Inyo County; 18,145; 39,331; 46,827; 59,165; 27,684; 35,325; 38,178
California; 06029; Kern County; 18,768; 39,454; 46,950; 59,210; 28,632; 35,448; 38,300
California; 06031; Kings County; 19,026; 39,316; 46,812; 59,165; 28,784; 35,310; 38,163
California; 06033; Lake County; 18,130; 40,768; 48,269; 61,142; 28,784; 36,767; 39,607
California; 06035; Lassen County; 17,872; 40,493; 47,993; 60,822; 28,479; 36,491; 39,334
California; 06037; Los Angeles County; 23,640; 48,945; 56,474; 70,647; 35,769; 44,972; 47,744
California; 06039; Madera County; 19,071; 40,386; 47,886; 60,655; 28,693; 36,384; 39,227
California; 06041; Marin County; 26,692; 54,141; 61,688; 77,384; 39,880; 50,186; 52,914
California; 06043; Mariposa County; 19,071; 41,272; 48,775; 61,552; 29,396; 37,273; 40,109
California; 06045; Mendocino County; 19,132; 42,052; 49,557; 61,765; 30,573; 38,055; 40,885
California; 06047; Merced County; 18,085; 39,454; 46,950; 58,967; 28,448; 35,448; 38,300
California; 06049; Modoc County; 17,796; 39,576; 47,073; 59,134; 27,821; 35,571; 38,421
California; 06051; Mono County; 20,802; 45,017; 52,533; 65,871; 32,315; 41,030; 43,835
California; 06053; Monterey County; 22,502; 44,390; 51,904; 65,750; 33,324; 40,402; 43,212
California; 06055; Napa County; 23,398; 47,875; 55,400; 70,038; 34,287; 43,898; 46,679
California; 06057; Nevada County; 20,346; 44,314; 51,827; 66,175; 31,352; 40,325; 43,136
California; 06059; Orange County; 27,284; 51,604; 59,142; 75,954; 38,811; 47,640; 50,390
California; 06061; Placer County; 20,696; 43,122; 50,631; 64,442; 31,413; 39,129; 41,949
California; 06063; Plumas County; 18,054; 40,799; 48,300; 61,324; 28,677; 36,798; 39,638
California; 06065; Riverside County; 22,289; 44,176; 51,689; 65,354; 32,758; 40,187; 42,999
California; 06067; Sacramento County; 20,696; 43,122; 50,631; 64,442; 31,413; 39,129; 41,949
California; 06069; San Benito County; 21,424; 45,598; 53,115; 67,529; 34,898; 41,613; 44,413
California; 06071; San Bernardino County; 22,289; 44,176; 51,689; 65,354; 32,758; 40,187; 42,999
California; 06073; San Diego County; 23,671; 47,478; 55,002; 70,282; 34,928; 43,500; 46,284
California; 06075; San Francisco County; 26,692; 54,141; 61,688; 77,384; 39,880; 50,186; 52,914
California; 06077; San Joaquin County; 19,542; 41,716; 49,220; 61,415; 30,129; 37,718; 40,550
California; 06079; San Luis Obispo County; 21,546; 44,971; 52,487; 67,346; 32,942; 40,984; 43,790
California; 06081; San Mateo County; 26,692; 54,141; 61,688; 77,384; 39,880; 50,186; 52,914
California; 06083; Santa Barbara County; 24,582; 46,484; 54,005; 66,860; 35,540; 42,503; 45,295
California; 06085; Santa Clara County; 24,991; 49,220; 56,750; 73,095; 36,671; 45,248; 48,017
California; 06087; Santa Cruz County; 25,659; 52,552; 60,093; 77,885; 37,802; 48,591; 51,333
California; 06089; Shasta County; 18,191; 39,882; 47,380; 60,001; 28,784; 35,878; 38,725
California; 06091; Sierra County; 19,633; 43,198; 50,708; 64,138; 30,481; 39,205; 42,025
California; 06093; Siskiyou County; 16,931; 38,995; 46,490; 58,283; 27,577; 34,988; 37,843
California; 06095; Solano County; 24,202; 45,735; 53,253; 67,438; 34,516; 41,751; 44,550
California; 06097; Sonoma County; 22,229; 47,203; 54,726; 69,825; 34,195; 43,224; 46,010
California; 06099; Stanislaus County; 20,179; 41,456; 48,959; 61,932; 30,466; 37,457; 40,292
California; 06101; Sutter County; 17,675; 38,903; 46,398; 58,526; 27,867; 34,896; 37,752
California; 06103; Tehama County; 17,280; 39,133; 46,628; 58,830; 27,501; 35,126; 37,980
California; 06105; Trinity County; 17,948; 39,194; 46,689; 57,963; 27,501; 35,187; 38,041
